age,annual_income,loan_amount,credit_score,employment_years,existing_loans,dependents,missed_payments,debt_to_income_ratio,education,employment_type,residence_type,marital_status,loan_purpose,default
51,842840,435870,797,2,1,0,4,51.71,High School,Salaried,Owned,Married,Vehicle,1
36,709421,160603,762,8,1,3,4,22.64,Graduate,Salaried,Rented,Married,Personal,1
47,740634,369057,730,14,0,0,5,49.83,High School,Self-Employed,Owned,Married,Vehicle,1
45,1059089,284945,630,11,0,4,6,26.9,Graduate,Unemployed,Rented,Single,Vehicle,1
30,753082,377606,701,3,0,4,2,50.14,Postgraduate,Self-Employed,Owned,Married,Home,1
31,794735,332294,657,7,2,2,4,41.81,High School,Salaried,Rented,Married,Home,1
23,1246364,467488,692,7,0,4,3,37.51,High School,Business,Owned,Single,Personal,0
26,602963,310556,673,5,0,4,6,51.5,Postgraduate,Salaried,Owned,Married,Education,1
37,474466,276498,547,19,0,0,2,58.28,Graduate,Business,Owned,Single,Business,1
39,744115,453449,769,4,3,3,1,60.94,Postgraduate,Salaried,Rented,Single,Personal,0
27,746578,381255,684,14,3,1,2,51.07,Graduate,Salaried,Owned,Married,Vehicle,0
37,534123,402454,656,18,4,4,4,75.35,Diploma,Salaried,Rented,Single,Personal,1
44,422873,206958,651,15,0,4,6,48.94,High School,Salaried,Owned,Single,Personal,1
30,1158166,153663,715,15,1,4,5,13.27,Diploma,Salaried,Rented,Married,Business,0
34,721906,220519,627,3,2,2,0,30.55,Postgraduate,Self-Employed,Owned,Married,Business,0
35,488897,213085,532,2,3,0,3,43.58,Diploma,Business,Mortgaged,Single,Education,1
40,851505,410068,718,15,0,0,1,48.16,Graduate,Business,Owned,Single,Personal,1
35,625988,436638,726,14,1,0,2,69.75,Graduate,Salaried,Owned,Married,Home,1
49,594366,278282,676,14,2,4,6,46.82,Graduate,Salaried,Owned,Married,Business,1
33,773700,500329,610,8,0,2,6,64.67,Graduate,Self-Employed,Owned,Married,Vehicle,1
37,365786,491586,696,10,1,1,1,95.0,Diploma,Salaried,Rented,Married,Business,1
35,727578,334076,587,0,3,2,0,45.92,High School,Salaried,Owned,Married,Personal,1
28,1070850,184935,618,5,2,0,4,17.27,High School,Business,Mortgaged,Divorced,Business,1
47,752559,520553,637,10,2,2,2,69.17,High School,Unemployed,Rented,Single,Home,1
30,567233,291458,749,2,2,2,3,51.38,High School,Salaried,Owned,Single,Business,0
32,538437,317663,665,2,4,3,6,59.0,High School,Business,Rented,Single,Personal,1
51,559725,252455,659,0,2,0,6,45.1,Diploma,Self-Employed,Owned,Single,Business,1
58,594128,175429,827,4,2,4,6,29.53,High School,Salaried,Owned,Single,Personal,1
47,566883,94390,715,19,4,0,5,16.65,High School,Self-Employed,Owned,Married,Personal,0
56,851589,388602,714,13,0,2,6,45.63,Graduate,Salaried,Owned,Single,Personal,1
54,268694,190324,664,18,0,1,5,70.83,Diploma,Salaried,Owned,Single,Vehicle,0
39,839640,728334,648,5,2,3,6,86.74,Graduate,Unemployed,Mortgaged,Married,Education,1
51,566469,147950,537,11,1,3,3,26.12,Postgraduate,Self-Employed,Rented,Divorced,Personal,1
33,732929,123966,758,17,1,0,0,16.91,Diploma,Salaried,Mortgaged,Single,Personal,0
38,402063,371419,721,7,0,2,5,92.38,Graduate,Salaried,Owned,Married,Home,1
41,942299,514104,677,13,4,2,6,54.56,Graduate,Unemployed,Mortgaged,Married,Home,1
58,924040,309043,680,13,3,2,2,33.44,Postgraduate,Salaried,Owned,Single,Vehicle,1
54,861110,380114,742,16,3,0,2,44.14,Postgraduate,Unemployed,Owned,Married,Personal,1
40,316754,50000,581,19,0,0,4,15.79,Diploma,Business,Rented,Married,Personal,1
46,832407,205148,649,12,1,2,4,24.65,Diploma,Salaried,Owned,Single,Business,1
28,739068,149694,610,11,3,1,4,20.25,Postgraduate,Self-Employed,Owned,Married,Home,1
52,296840,50000,814,17,2,2,2,16.84,Diploma,Self-Employed,Rented,Single,Vehicle,1
42,644655,316377,751,13,3,0,5,49.08,High School,Business,Rented,Married,Personal,1
41,730198,50000,536,7,3,3,5,6.85,Diploma,Salaried,Rented,Married,Vehicle,1
50,772337,114893,584,12,2,0,6,14.88,Graduate,Salaried,Owned,Single,Home,1
45,688998,224793,681,10,3,3,4,32.63,Postgraduate,Salaried,Owned,Married,Vehicle,1
23,714071,183620,657,4,1,4,0,25.71,Graduate,Self-Employed,Mortgaged,Single,Personal,1
32,974195,355497,597,10,0,1,5,36.49,Graduate,Business,Owned,Single,Education,1
27,919727,342781,826,12,4,0,0,37.27,High School,Business,Owned,Married,Home,0
49,180000,425132,712,18,0,0,1,95.0,Graduate,Self-Employed,Owned,Single,Vehicle,1
22,580164,405334,723,11,1,1,1,69.87,High School,Salaried,Mortgaged,Married,Personal,0
28,613777,459714,642,3,0,0,1,74.9,High School,Salaried,Rented,Single,Education,1
44,264538,299731,741,19,1,4,5,95.0,Graduate,Business,Rented,Married,Education,1
48,670720,342485,663,11,1,4,3,51.06,Postgraduate,Self-Employed,Mortgaged,Single,Home,1
40,924727,371612,670,5,0,4,1,40.19,High School,Business,Owned,Single,Vehicle,0
54,410955,319832,733,15,2,4,0,77.83,Diploma,Salaried,Mortgaged,Married,Personal,0
56,724008,244393,576,7,4,2,1,33.76,Graduate,Salaried,Owned,Married,Personal,1
26,448519,253458,802,7,0,1,4,56.51,Diploma,Unemployed,Owned,Single,Education,1
58,502179,185542,703,16,4,2,5,36.95,Diploma,Salaried,Owned,Married,Personal,1
44,975027,359026,780,17,2,1,2,36.82,High School,Salaried,Mortgaged,Single,Vehicle,0
45,530637,286838,615,10,2,4,0,54.06,Postgraduate,Self-Employed,Mortgaged,Single,Personal,1
24,751687,207156,625,7,2,2,3,27.56,High School,Self-Employed,Rented,Single,Home,1
45,238332,207286,609,17,1,1,5,86.97,Diploma,Unemployed,Owned,Married,Vehicle,1
49,1059710,130544,708,3,0,3,0,12.32,Graduate,Unemployed,Owned,Married,Personal,1
43,782584,437038,695,14,2,1,5,55.85,Diploma,Business,Rented,Married,Personal,1
24,609850,311006,657,11,4,1,1,51.0,Diploma,Salaried,Owned,Married,Personal,0
41,776620,179208,619,17,2,1,1,23.08,Postgraduate,Self-Employed,Owned,Single,Business,1
57,339840,413197,601,8,2,0,4,95.0,High School,Business,Rented,Single,Personal,1
49,910157,221537,687,16,3,0,0,24.34,High School,Salaried,Rented,Single,Business,0
26,578723,103090,657,0,1,2,2,17.81,High School,Unemployed,Mortgaged,Married,Vehicle,1
58,605105,442971,642,15,0,4,0,73.21,Diploma,Self-Employed,Rented,Single,Education,1
58,541836,224806,798,1,2,1,1,41.49,Graduate,Salaried,Owned,Married,Business,0
27,522257,242754,684,12,4,3,5,46.48,Graduate,Self-Employed,Rented,Married,Business,1
52,802828,305765,779,3,1,1,1,38.09,Graduate,Self-Employed,Owned,Married,Personal,0
36,706300,459962,653,19,4,1,0,65.12,Diploma,Salaried,Rented,Single,Education,1
44,793385,302805,707,15,4,0,1,38.17,Postgraduate,Salaried,Rented,Single,Home,1
38,648065,132124,686,2,1,2,0,20.39,Diploma,Business,Owned,Divorced,Home,1
51,762904,376143,571,17,2,3,4,49.3,Postgraduate,Salaried,Owned,Married,Personal,1
59,557853,232101,790,5,3,1,6,41.61,Graduate,Salaried,Mortgaged,Married,Home,1
52,1140541,564309,681,10,2,2,1,49.48,Diploma,Self-Employed,Rented,Married,Personal,1
57,305055,299843,742,1,3,2,5,95.0,High School,Business,Rented,Divorced,Home,1
57,927406,50000,637,2,4,1,2,5.39,Postgraduate,Self-Employed,Rented,Single,Vehicle,1
24,950940,350031,678,4,3,3,0,36.81,Graduate,Unemployed,Rented,Divorced,Personal,1
30,462525,572244,629,10,4,2,4,95.0,Graduate,Unemployed,Owned,Single,Education,1
49,1140440,520629,777,10,4,0,1,45.65,Graduate,Salaried,Rented,Divorced,Personal,0
44,869008,556334,712,17,4,2,3,64.02,Postgraduate,Salaried,Mortgaged,Single,Home,1
22,863651,157234,716,3,4,1,3,18.21,High School,Business,Owned,Single,Education,1
24,656165,427701,785,14,1,3,4,65.18,Graduate,Salaried,Owned,Single,Business,1
41,602210,198921,771,0,0,1,0,33.03,Graduate,Business,Rented,Married,Personal,0
45,603930,331401,744,5,0,4,1,54.87,Graduate,Self-Employed,Rented,Divorced,Home,0
27,735917,121787,590,3,1,3,5,16.55,Postgraduate,Salaried,Owned,Single,Vehicle,1
27,958261,209776,641,2,3,0,6,21.89,Diploma,Self-Employed,Rented,Single,Business,1
26,689889,205325,620,11,2,2,0,29.76,Postgraduate,Self-Employed,Rented,Single,Personal,1
43,449482,425798,741,18,2,4,2,94.73,Graduate,Unemployed,Rented,Single,Personal,1
21,831374,412101,702,13,0,1,6,49.57,High School,Salaried,Owned,Married,Personal,1
43,852653,338755,593,17,3,3,2,39.73,Diploma,Unemployed,Owned,Single,Education,1
39,794025,110941,677,11,1,3,3,13.97,High School,Salaried,Rented,Divorced,Business,1
39,814010,256370,585,1,3,3,6,31.49,Diploma,Business,Mortgaged,Divorced,Personal,1
47,590396,195544,686,6,0,0,6,33.12,Diploma,Unemployed,Rented,Single,Personal,1
41,445622,421755,574,16,1,1,4,94.64,High School,Salaried,Owned,Married,Personal,1
49,458997,464946,727,0,0,1,4,95.0,Diploma,Salaried,Mortgaged,Divorced,Personal,1
50,290198,447894,716,1,1,1,4,95.0,Graduate,Business,Owned,Married,Personal,1
56,702129,194269,824,16,4,4,1,27.67,Diploma,Business,Rented,Married,Home,0
52,631641,50000,749,1,2,0,6,7.92,Diploma,Salaried,Owned,Single,Vehicle,1
41,553203,52625,660,19,2,2,0,9.51,Diploma,Self-Employed,Rented,Single,Personal,0
40,180000,499028,747,15,1,4,0,95.0,Postgraduate,Business,Rented,Married,Education,1
30,375590,243824,592,13,1,4,4,64.92,High School,Salaried,Rented,Single,Home,1
44,896585,194899,623,10,3,3,5,21.74,Graduate,Self-Employed,Owned,Married,Education,0
26,503782,529972,713,1,4,4,5,95.0,High School,Salaried,Rented,Married,Business,1
57,729330,477122,539,8,3,2,4,65.42,Graduate,Salaried,Owned,Married,Personal,1
53,344049,303423,687,16,3,3,2,88.19,High School,Business,Mortgaged,Single,Personal,1
25,966515,258924,619,18,2,2,2,26.79,High School,Salaried,Owned,Single,Home,0
51,618314,281506,697,8,0,0,2,45.53,Graduate,Unemployed,Rented,Married,Education,1
25,713809,331803,615,16,3,0,1,46.48,Graduate,Self-Employed,Rented,Single,Home,1
49,1161672,524007,720,15,4,4,2,45.11,Graduate,Self-Employed,Owned,Single,Personal,0
24,983617,359145,691,1,2,0,0,36.51,High School,Salaried,Owned,Divorced,Home,0
40,582556,401644,788,12,0,1,2,68.95,High School,Salaried,Owned,Married,Business,0
46,519492,463698,690,12,3,3,6,89.26,High School,Business,Rented,Married,Business,1
49,578380,136245,636,10,4,2,4,23.56,Graduate,Self-Employed,Mortgaged,Married,Business,1
37,762178,405681,673,15,1,2,0,53.23,Diploma,Business,Rented,Single,Business,0
56,626851,258760,596,17,0,4,2,41.28,High School,Salaried,Mortgaged,Divorced,Business,1
51,563046,50000,718,11,3,3,1,8.88,Graduate,Salaried,Owned,Married,Business,0
29,972780,50000,731,6,1,4,1,5.14,Graduate,Salaried,Owned,Single,Home,0
47,624874,157464,850,19,3,3,4,25.2,Postgraduate,Business,Mortgaged,Single,Vehicle,0
49,1155910,374371,646,19,3,4,6,32.39,Postgraduate,Salaried,Mortgaged,Single,Education,1
34,669963,315932,671,13,1,3,4,47.16,Graduate,Self-Employed,Owned,Married,Vehicle,1
49,1042770,325811,650,12,0,2,3,31.24,Graduate,Salaried,Rented,Married,Personal,0
56,728610,573132,705,2,2,4,1,78.66,Graduate,Salaried,Mortgaged,Married,Vehicle,0
52,861851,122327,717,8,2,4,1,14.19,Graduate,Self-Employed,Rented,Divorced,Personal,0
50,490586,296159,686,3,4,0,5,60.37,Graduate,Self-Employed,Rented,Married,Home,1
45,462173,342621,766,10,1,4,4,74.13,Diploma,Unemployed,Owned,Married,Personal,0
31,751135,196922,647,16,1,3,3,26.22,High School,Salaried,Owned,Married,Home,0
52,867482,303966,759,4,4,4,4,35.04,Postgraduate,Self-Employed,Rented,Married,Education,1
35,658856,76007,728,19,3,3,5,11.54,High School,Salaried,Rented,Single,Vehicle,0
41,366993,497387,689,2,3,4,5,95.0,High School,Business,Owned,Married,Business,1
33,350743,204574,668,1,4,1,0,58.33,Graduate,Self-Employed,Owned,Married,Home,1
33,336030,584396,850,19,3,0,2,95.0,Graduate,Salaried,Owned,Single,Personal,0
27,261123,295454,633,2,4,0,0,95.0,Graduate,Business,Rented,Married,Business,1
58,674087,443927,711,14,3,1,2,65.86,High School,Salaried,Owned,Married,Personal,1
26,897510,292538,637,15,2,1,4,32.59,Postgraduate,Salaried,Owned,Single,Business,1
24,647049,295696,815,6,0,2,1,45.7,Postgraduate,Salaried,Owned,Married,Business,0
57,180000,218236,752,1,3,0,1,95.0,High School,Salaried,Mortgaged,Single,Personal,0
42,608033,316677,643,6,3,0,3,52.08,Diploma,Business,Rented,Married,Home,1
38,614184,344520,726,1,4,2,3,56.09,Graduate,Business,Owned,Married,Business,1
49,1111120,190204,708,13,3,3,4,17.12,High School,Business,Rented,Single,Vehicle,0
35,329430,282494,654,17,2,0,0,85.75,Postgraduate,Business,Owned,Married,Business,1
25,564051,214586,743,19,2,2,1,38.04,High School,Business,Rented,Single,Home,0
49,1025288,621953,717,16,0,3,5,60.66,High School,Salaried,Rented,Single,Education,1
27,748995,287438,705,15,0,3,4,38.38,High School,Salaried,Rented,Married,Business,1
42,773929,516333,687,17,0,0,6,66.72,Graduate,Salaried,Rented,Single,Education,0
58,675209,272613,720,15,4,3,5,40.37,Postgraduate,Unemployed,Owned,Divorced,Vehicle,1
57,722588,336300,706,13,3,0,5,46.54,Diploma,Unemployed,Owned,Single,Education,1
35,821074,115009,694,19,1,1,3,14.01,Postgraduate,Business,Owned,Single,Personal,1
51,471913,237410,645,6,2,1,6,50.31,Diploma,Salaried,Rented,Divorced,Home,1
44,843173,329475,809,8,2,4,2,39.08,Postgraduate,Salaried,Rented,Married,Vehicle,0
39,347939,522041,616,18,1,0,6,95.0,Postgraduate,Business,Rented,Married,Personal,1
26,722241,331078,720,6,2,3,2,45.84,Postgraduate,Salaried,Owned,Married,Personal,1
35,689323,493721,668,5,1,4,3,71.62,Postgraduate,Self-Employed,Rented,Married,Home,1
46,514416,389702,813,3,3,4,4,75.76,Diploma,Salaried,Owned,Single,Education,0
59,645009,527836,627,5,3,1,2,81.83,Graduate,Salaried,Owned,Single,Home,1
21,513041,291734,639,11,0,0,1,56.86,High School,Self-Employed,Rented,Divorced,Personal,0
48,414226,634631,622,17,2,1,6,95.0,High School,Unemployed,Owned,Single,Education,1
54,572205,232045,713,2,4,3,3,40.55,Diploma,Business,Owned,Married,Education,0
58,407123,192695,594,13,4,0,6,47.33,High School,Self-Employed,Owned,Married,Vehicle,1
37,721015,130593,657,15,3,3,2,18.11,Diploma,Salaried,Rented,Married,Business,1
25,396981,626343,539,17,3,1,6,95.0,Diploma,Unemployed,Owned,Married,Home,1
31,806635,414723,707,15,0,3,4,51.41,Graduate,Self-Employed,Mortgaged,Divorced,Personal,1
54,390075,253223,655,3,4,3,5,64.92,Diploma,Self-Employed,Mortgaged,Single,Education,1
55,525415,474863,586,9,3,2,5,90.38,Diploma,Self-Employed,Rented,Married,Business,1
45,512587,396277,766,19,4,3,1,77.31,Graduate,Salaried,Owned,Married,Personal,1
25,941532,575258,598,18,4,4,5,61.1,High School,Salaried,Rented,Single,Home,1
25,722664,83303,746,12,1,1,6,11.53,Graduate,Business,Owned,Divorced,Home,0
39,603419,262850,641,19,0,2,4,43.56,High School,Self-Employed,Mortgaged,Married,Education,1
43,759718,235247,802,13,3,3,6,30.97,Graduate,Salaried,Rented,Single,Personal,1
22,186418,50000,742,1,2,4,5,26.82,High School,Salaried,Owned,Married,Home,1
47,640511,448446,619,18,0,2,4,70.01,Postgraduate,Unemployed,Owned,Divorced,Personal,1
42,1089453,262144,626,3,1,1,3,24.06,High School,Self-Employed,Rented,Single,Education,1
21,679116,403548,732,7,4,4,6,59.42,Graduate,Self-Employed,Mortgaged,Married,Business,1
24,664941,630368,672,4,1,4,1,94.8,High School,Salaried,Rented,Single,Business,1
38,770588,250546,678,14,1,2,3,32.51,Postgraduate,Unemployed,Rented,Single,Home,0
49,847033,241039,779,0,3,0,5,28.46,High School,Business,Rented,Single,Vehicle,1
53,210557,316613,638,12,3,1,6,95.0,Graduate,Self-Employed,Mortgaged,Married,Personal,1
37,279888,438215,696,17,1,2,1,95.0,Graduate,Salaried,Rented,Single,Education,1
32,696264,220660,757,15,4,3,0,31.69,Postgraduate,Self-Employed,Owned,Single,Business,0
58,492727,211665,747,6,2,3,2,42.96,Diploma,Business,Rented,Married,Personal,0
38,938646,448006,679,17,0,4,6,47.73,Graduate,Business,Mortgaged,Single,Home,1
33,580662,353010,670,7,1,0,3,60.79,High School,Unemployed,Owned,Single,Education,1
38,224403,50000,568,13,4,2,0,22.28,Graduate,Self-Employed,Owned,Single,Vehicle,1
21,371037,128445,616,10,0,3,0,34.62,High School,Salaried,Owned,Married,Home,1
32,180000,510173,712,1,0,4,2,95.0,Graduate,Self-Employed,Owned,Married,Personal,1
41,598492,356270,680,0,3,0,2,59.53,Postgraduate,Business,Rented,Married,Personal,1
56,608555,193293,695,3,2,4,0,31.76,Postgraduate,Salaried,Owned,Single,Vehicle,1
49,556618,276143,763,18,1,0,3,49.61,Graduate,Salaried,Rented,Married,Personal,1
51,887353,301853,607,19,2,0,3,34.02,Graduate,Business,Owned,Married,Home,1
42,913674,403003,673,8,0,4,1,44.11,Graduate,Salaried,Mortgaged,Single,Personal,1
25,612515,109843,703,19,1,3,1,17.93,High School,Business,Mortgaged,Single,Personal,0
36,180367,182267,641,0,1,4,4,95.0,Diploma,Salaried,Rented,Single,Home,1
59,785802,338214,790,19,2,3,6,43.04,Postgraduate,Salaried,Rented,Single,Business,1
22,772179,286023,754,4,3,3,6,37.04,Diploma,Salaried,Owned,Single,Personal,0
55,718066,380060,710,0,4,2,3,52.93,Postgraduate,Self-Employed,Mortgaged,Divorced,Vehicle,1
47,865926,127869,816,15,0,2,0,14.77,Graduate,Business,Rented,Married,Vehicle,0
32,393738,349998,585,7,1,2,6,88.89,Graduate,Salaried,Owned,Married,Business,1
51,1091926,452822,689,5,1,1,6,41.47,Postgraduate,Salaried,Mortgaged,Single,Home,1
53,438926,368155,716,15,2,4,1,83.88,Graduate,Salaried,Owned,Married,Home,1
22,814829,319476,626,6,2,1,2,39.21,Diploma,Business,Rented,Married,Vehicle,0
25,278784,286576,711,15,4,3,0,95.0,High School,Unemployed,Owned,Divorced,Business,1
46,445342,183121,613,3,4,3,5,41.12,High School,Business,Rented,Single,Vehicle,1
59,983601,289920,738,1,3,2,5,29.48,Postgraduate,Salaried,Owned,Married,Education,0
21,592602,476359,764,6,0,3,0,80.38,Postgraduate,Self-Employed,Owned,Single,Home,0
46,834783,283336,709,12,0,0,4,33.94,High School,Salaried,Rented,Married,Home,0
26,702130,175427,560,4,4,1,2,24.99,Graduate,Salaried,Mortgaged,Divorced,Business,1
46,626909,231085,622,2,4,2,3,36.86,Graduate,Salaried,Owned,Married,Home,1
45,950047,328119,730,14,1,1,1,34.54,Graduate,Salaried,Rented,Married,Business,0
24,597935,247708,691,9,0,4,5,41.43,Graduate,Salaried,Rented,Married,Education,0
47,258238,367942,501,8,3,4,2,95.0,High School,Business,Mortgaged,Divorced,Business,1
55,473287,373198,777,4,2,3,5,78.85,Graduate,Salaried,Owned,Single,Vehicle,1
54,771262,424458,700,0,4,1,1,55.03,Graduate,Business,Rented,Single,Personal,1
22,737012,499298,633,1,2,0,4,67.75,Diploma,Unemployed,Mortgaged,Married,Home,1
30,305247,439420,760,13,3,3,2,95.0,Diploma,Self-Employed,Owned,Divorced,Personal,0
30,490645,169207,643,1,3,4,6,34.49,Postgraduate,Self-Employed,Rented,Married,Vehicle,1
38,522021,173505,642,4,0,2,3,33.24,Postgraduate,Business,Mortgaged,Single,Home,1
26,569597,289392,715,18,0,4,5,50.81,High School,Salaried,Owned,Married,Business,0
54,347299,236835,815,6,3,4,0,68.19,Graduate,Salaried,Owned,Single,Vehicle,0
51,511758,140634,804,14,0,2,4,27.48,Postgraduate,Self-Employed,Owned,Single,Education,0
52,489706,238163,715,6,1,1,0,48.63,Graduate,Business,Rented,Single,Personal,0
28,819737,233568,722,18,3,0,2,28.49,Postgraduate,Business,Mortgaged,Single,Personal,0
21,828007,205941,745,16,1,3,1,24.87,Diploma,Business,Rented,Married,Business,0
56,617922,255789,602,9,0,2,0,41.4,High School,Self-Employed,Rented,Single,Personal,1
32,563751,464983,735,13,0,0,4,82.48,Diploma,Self-Employed,Owned,Single,Education,1
46,680783,327893,639,8,2,0,1,48.16,High School,Business,Owned,Married,Home,0
56,470353,646053,712,18,3,4,3,95.0,High School,Business,Owned,Single,Personal,1
22,397697,323871,674,7,3,1,5,81.44,High School,Self-Employed,Owned,Single,Vehicle,1
21,443151,259391,725,16,4,1,1,58.53,High School,Unemployed,Owned,Single,Home,1
21,510341,300579,698,12,3,3,4,58.9,Postgraduate,Business,Rented,Single,Home,1
27,394036,335909,475,12,3,1,2,85.25,Graduate,Self-Employed,Owned,Married,Vehicle,1
23,685653,360936,703,7,1,4,2,52.64,High School,Salaried,Owned,Single,Vehicle,1
52,810537,590740,735,16,1,3,4,72.88,Graduate,Salaried,Owned,Single,Vehicle,1
44,300838,181655,721,14,1,1,4,60.38,Postgraduate,Business,Owned,Single,Business,0
59,655528,420266,683,16,0,1,4,64.11,Graduate,Salaried,Owned,Single,Personal,1
52,601614,329085,805,16,4,4,1,54.7,High School,Salaried,Owned,Single,Personal,0
58,725132,80046,712,3,1,2,4,11.04,Graduate,Self-Employed,Owned,Single,Home,0
30,647153,407898,721,17,2,4,1,63.03,Graduate,Business,Rented,Single,Home,1
32,330208,477467,763,16,1,1,1,95.0,Postgraduate,Business,Rented,Single,Business,0
54,372274,179995,715,4,0,0,6,48.35,Graduate,Business,Mortgaged,Married,Home,1
30,656473,298749,627,19,4,4,0,45.51,Diploma,Salaried,Rented,Single,Vehicle,1
23,876332,58450,519,10,1,1,2,6.67,Postgraduate,Salaried,Rented,Single,Business,1
47,180000,123767,657,6,0,4,3,68.76,Graduate,Self-Employed,Mortgaged,Married,Personal,1
52,726060,446724,743,4,1,3,1,61.53,Graduate,Salaried,Rented,Single,Home,0
58,911717,234702,665,7,0,1,5,25.74,Diploma,Self-Employed,Rented,Married,Business,1
57,616334,144768,746,0,4,3,3,23.49,High School,Unemployed,Owned,Single,Business,1
25,771045,332124,700,13,0,0,5,43.07,Postgraduate,Self-Employed,Owned,Married,Personal,1
51,495325,226862,780,14,1,1,2,45.8,Graduate,Self-Employed,Owned,Divorced,Vehicle,0
53,623739,234085,669,13,1,1,6,37.53,High School,Self-Employed,Owned,Single,Personal,1
48,293399,403506,723,10,0,3,5,95.0,Diploma,Business,Rented,Single,Personal,1
52,180000,137357,725,7,0,2,2,76.31,Postgraduate,Salaried,Owned,Married,Vehicle,1
53,857408,173249,795,14,2,3,6,20.21,Graduate,Self-Employed,Rented,Divorced,Business,0
38,433301,321571,571,17,1,2,6,74.21,Graduate,Salaried,Mortgaged,Single,Business,1
22,549784,435717,658,1,0,3,4,79.25,Graduate,Self-Employed,Rented,Married,Vehicle,1
38,344983,473342,749,7,1,0,0,95.0,High School,Salaried,Owned,Single,Education,0
28,339807,206891,798,19,1,3,4,60.89,Diploma,Self-Employed,Rented,Married,Education,1
25,611756,431233,707,17,2,0,4,70.49,Diploma,Business,Owned,Single,Personal,1
25,489493,190220,670,19,4,0,2,38.86,High School,Salaried,Mortgaged,Married,Home,1
48,733154,555669,743,3,1,3,1,75.79,Graduate,Self-Employed,Rented,Single,Education,0
40,749558,141272,751,9,3,0,3,18.85,Diploma,Salaried,Rented,Married,Home,0
42,720587,485987,665,2,3,3,5,67.44,Graduate,Salaried,Rented,Single,Business,1
50,702492,208092,713,17,0,0,2,29.62,Graduate,Salaried,Rented,Married,Business,0
42,997109,581855,773,10,2,0,3,58.35,High School,Salaried,Rented,Married,Education,0
45,415129,382785,822,4,2,4,0,92.21,Graduate,Unemployed,Owned,Married,Education,1
24,637914,157758,742,1,2,0,4,24.73,Diploma,Unemployed,Owned,Divorced,Vehicle,1
54,899192,226887,693,14,0,4,6,25.23,Diploma,Business,Owned,Married,Vehicle,0
38,928199,409365,686,16,2,1,5,44.1,High School,Self-Employed,Rented,Married,Business,1
27,337212,447370,729,17,0,3,3,95.0,High School,Business,Mortgaged,Single,Home,0
52,581282,290100,682,19,4,4,0,49.91,Postgraduate,Business,Rented,Divorced,Personal,0
49,948787,306252,703,16,2,0,3,32.28,Graduate,Self-Employed,Rented,Married,Business,1
23,761777,406169,616,15,0,1,6,53.32,High School,Salaried,Mortgaged,Married,Personal,1
28,692958,318452,781,16,2,2,0,45.96,High School,Business,Owned,Married,Vehicle,0
21,602109,118909,610,19,4,4,1,19.75,Diploma,Unemployed,Owned,Married,Education,1
31,565564,186184,660,9,3,0,5,32.92,Graduate,Salaried,Mortgaged,Married,Home,1
24,713408,332917,697,15,1,0,3,46.67,Graduate,Salaried,Mortgaged,Married,Personal,0
48,594478,470168,829,16,4,1,1,79.09,Postgraduate,Salaried,Rented,Married,Business,0
41,640633,526238,660,2,0,1,0,82.14,High School,Salaried,Owned,Single,Business,0
59,667292,409134,643,13,1,1,2,61.31,High School,Business,Mortgaged,Divorced,Business,1
50,500824,340221,651,6,0,0,4,67.93,Diploma,Salaried,Rented,Married,Vehicle,1
44,767068,404834,806,2,4,4,5,52.78,Graduate,Unemployed,Rented,Married,Business,1
40,1291134,206655,493,3,3,3,6,16.01,Postgraduate,Business,Owned,Married,Personal,1
23,259063,278548,620,2,2,0,3,95.0,Graduate,Salaried,Rented,Married,Home,1
23,721283,184622,850,17,3,2,2,25.6,Graduate,Business,Mortgaged,Married,Personal,0
45,482758,125176,731,15,1,3,6,25.93,Postgraduate,Business,Mortgaged,Married,Personal,1
21,777029,346697,613,2,0,3,5,44.62,High School,Self-Employed,Rented,Married,Personal,1
22,660243,325972,687,12,4,4,1,49.37,Postgraduate,Self-Employed,Rented,Married,Personal,1
29,817608,396271,695,13,4,3,4,48.47,Postgraduate,Business,Rented,Married,Vehicle,0
55,908611,376456,749,10,0,3,5,41.43,High School,Salaried,Rented,Single,Business,0
38,692333,333970,819,12,0,0,1,48.24,Diploma,Salaried,Owned,Married,Home,0
48,899052,377926,717,18,2,0,6,42.04,Graduate,Salaried,Owned,Married,Personal,1
37,180000,294024,652,10,0,3,2,95.0,Graduate,Salaried,Owned,Married,Home,1
27,999900,357805,745,13,3,4,3,35.78,High School,Self-Employed,Rented,Divorced,Personal,0
35,732514,198340,641,11,4,1,3,27.08,High School,Salaried,Owned,Single,Vehicle,1
24,887126,351759,618,7,1,3,4,39.65,Diploma,Self-Employed,Owned,Single,Home,1
51,381627,393578,567,17,1,1,6,95.0,Graduate,Salaried,Mortgaged,Married,Home,1
28,467231,206245,580,8,4,2,2,44.14,High School,Business,Rented,Divorced,Business,1
35,682106,307256,627,15,1,3,2,45.05,Diploma,Self-Employed,Owned,Married,Home,1
59,646252,212696,608,12,1,3,5,32.91,Postgraduate,Unemployed,Owned,Single,Home,1
44,712275,226289,712,13,0,0,6,31.77,Postgraduate,Unemployed,Rented,Married,Home,1
38,888593,142510,606,15,4,4,6,16.04,Diploma,Salaried,Owned,Married,Vehicle,1
42,261652,477208,470,14,4,4,5,95.0,Graduate,Self-Employed,Rented,Married,Personal,1
51,864240,449196,617,11,0,2,4,51.98,High School,Salaried,Rented,Single,Education,1
